NIDID,State,Latitude,Longitude,Year_Completed,Reservoir_Age,Hydraulic_Height,NID_Height,Maximum_Discharge,Maximum_Storage,Normal_Storage,NID_Storage,Surface_Area_km2,Size_Class,Drainage_Area_km2,Reservoir_Perimeter_km,Shoreline_Development_Index,Mean_Depth,Index_of_Basin_Permanence,Development_of_Volume,Maximum_Depth_in_ft_as_Hydraulic,Mean_Depth_Max_Depth_Ratio_Depth,Mean_Q,Catchment_Area_Surface_Area_Rati,Relative_Depth_as_percent_of_the,Surface_Area_Lake_Volume_Ratio,Lake_Volume_m3,AreaSqKm,Elevation,MEANV,STRAHLER,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLANDS,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,TNATMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,TNDFRAC,TPDFRAC,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,CONN_TR,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,WS_MINE,WS_URBN,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,THERMAL,CONTAMN,POLL_PS,POLLNPS,total_impairment,WSA9,WSA9_NAME,Poll_clus
KS02201,KS,37.23104,-96.17992,1965,50,73,76,6200,16020,9572,16020,1.91416478,Small,0,20.40688872,4.160849686,33.86884402,1.728390992,1.391870302,73,0.463956767,57.0284,0,0.661258575,0.162122958,11.80687056,1.64,,0.77,1,9,78,21,1,1.3,1.3,0,0,0,0,26.2,0.3,1.1,9.9,29.7,24.3,5.3,0,0.6,8385,3362,30,12,0.16,0.06,16796,61,0.31,67880,9642,246,35,1.35,0.2,1,1,25,14,44,10,14,1,1,3,7,6,31,9,31,0.51895,0.16454,14.18216705,13.17566681,33.20145798,958.8433228,33.5359993,-6.147999763,39.68399811,19.04066658,1.884666562,25.69333267,1.884666562,984,142,31,40.16684723,350,111,286,111,SPL 1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,13,SPL,Southern Plains,1
KS02511,KS,38.52525,-96.41367,1936,79,56,62,11300,7540,6600,7540,1.4771039,Small,0,10.34324376,2.400745528,20.65748682,1.270517678,1.10665108,56,0.368883693,,0,0.459126717,0.181440819,8.140968,1.477,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.67816639,12.70366669,31.20067596,1015.624695,32.52399826,-8.191999435,40.71599579,22.35466576,-0.337333322,24.84599876,-0.337333322,874,134,21,49.62911606,340,76,313,76,TPL 3,1,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,0,1,1,1,18,TPL,Temperate Plains,1
KS02514,KS,37.39762,-95.33261,1959,56,44,52,0,38000,10000,38000,3.32247206,Small,96.088629,17.26185449,2.671478442,46.28491201,1.399443403,3.155789456,44,1.051929819,94.7747,28.92082826,0.685913541,0.269357595,12.3348,3.321,,0.95,1,9,55,41,4,2.5,3.2,0.5,0.8,1,1,4.5,0.2,0.4,1,5.4,52.3,27.3,0,0.1,8657,3118,39,14,0.17,0.06,17540,79,0.35,147948,8728,663,39,1.76,0.11,11,11,59,35,19,1,1,0,0,0,0,0,3,10,49,0.51133,0.05499,13.7489996,12.33733368,31.75796318,962.4117432,32.79999924,-6.047999859,38.84799957,18.66600037,1.430000067,25.32733345,1.430000067,1028,133,35,38.31721115,354,117,303,117,TPL 1,2,4,0,3,3,2,2,3,1,1,1,1,0,3,2,1,0,1,1,3,34,TPL,Temperate Plains,8
KS00019,KS,38.775,-99.70834,1951,64,128,202,91000,730180,185090,730180,43.6656194,Medium,13830.5466,63.89906596,2.727844366,67.67176309,0.279884883,1.586056947,128,0.528685649,96.0318,316.7377201,0.276629366,0.191260179,228.3048132,24.033,,0.6,4,5,74,25,1,0,0.1,0,0,0,0,0.1,0.1,0,0.9,59.5,2.3,36.4,0,0.5,9242,3250,1,0,0.03,0.01,16089,1,0.05,262623,72178,19,5,3.16,0.88,1,1,43,18,27,0,0,3,0,0,1,13,49,12,32,0.03407,0,12.06966686,15.05000019,34.9544754,1009.78772,33.76000214,-9.296000481,43.05600357,21.75133324,-0.431333393,24.51600075,-0.431333393,530,81,9,58.804039,234,35,228,35,SPL 3,3,1,1,3,2,1,4,3,3,0,0,0,3,0,0,0,0,0,0,3,27,SPL,Southern Plains,1
KS02512,KS,38.67806,-96.55202,1942,73,65,75,10000,9300,8416,9300,1.556270094,Small,0,13.68815064,3.095260326,24.18327753,1.318581375,1.116151271,65,0.372050424,,0,0.523640558,0.149915706,10.38096768,1.556,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4671669,12.67500019,31.01448441,1020.455322,32.43600082,-8.43200016,40.86800003,22.17466736,-0.576666594,24.73933411,-0.576666594,848,129,19,50.13144684,329,71,301,71,TPL 1,2,3,1,3,3,3,2,2,1,0,0,5,1,1,1,1,0,1,1,1,32,TPL,Temperate Plains,2
KS07006,KS,38.02361,-95.02834,,,0,70,63000,24000,4400,24000,1.2949952,Small,163.16937,0,0,74.99982782,0,,0,,,126,1.780273758,0.238607104,5.427312,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16849995,12.2510004,31.3453083,975.038147,32.30799866,-6.776000023,39.08399963,18.1779995,0.622666597,24.88599968,0.622666597,1036,142,35,39.86112595,359,115,338,115,TPL 2,2,5,5,2,3,3,1,5,5,0,0,2,0,3,3,2,1,1,1,5,49,TPL,Temperate Plains,3
KS00017,KS,37.70278,-97.77361,1963,52,80,126,3000,566275,167070,566275,38.59490382,Medium,1719.75336,77.15509117,3.503438502,59.37650205,0.374398417,2.226618827,80,0.742206276,138.285,44.55908567,0.258172649,0.18728344,206.0775036,39.519,,0.83,2,5,95,4,0,0.6,1.2,0.1,0.1,0.1,0.1,0.3,0,0,2.6,38.5,10,46.4,0,0.1,37560,8763,17,4,0.3,0.07,55044,25,0.44,842259,85876,378,38,6.84,0.74,1,2,78,51,11,0,0,0,0,0,1,3,19,7,28,0.24552,0.01638,13.72949982,13.06966686,31.92707253,1012.352234,34.48400116,-6.452000141,40.93600082,23.51333427,1.067999959,26.12866592,1.067999959,756,109,17,47.83579636,293,67,271,67,SPL 5,0,4,2,5,5,4,0,5,3,0,0,1,0,5,3,3,0,1,1,1,43,SPL,Southern Plains,3
KY03029,KY,37.73667,-82.73,1949,66,86,118,22800,93300,17200,93300,4.451546,Small,533.53794,45.3586767,6.064567501,84.8179871,2.137961188,2.958766992,86,0.986255664,238.147,119.8545455,1.085908248,0.209821654,21.215856,2.864,,1.1,2,11,91,9,0,0.7,0,0,0.1,0,0.2,94.9,0.8,1.6,0,0,0.6,0,0,1.1,24588,3540,47,7,0.11,0.02,37887,73,0.17,164145,3785,314,7,0.78,0.02,11,26,1,1,50,36,71,2,0,0,0,0,0,0,2,0.71754,0.33978,12.76016617,13.81433296,38.87857056,843.4776001,30.63199997,-4.900000095,35.5320015,20.93799973,13.66800022,22.9533329,2.118666649,1139,125,76,14.13135433,336,254,323,256,SAP 3,4,3,1,5,3,4,0,1,1,3,5,1,1,2,1,4,0,4,4,4,51,SAP,Southern Appalachians,8
KY00316,KY,37.78556,-84.70583,1925,90,0,287,0,0,230500,230500,11.8977684,Medium,1137.00561,50.32831458,4.115992005,78.40118056,0.177014705,,0,,671.386,95.56462585,0.613974664,0.041846821,284.31714,4.464,228.6,1.73,2,9,56,42,2,1,0.7,1.1,1,0.2,0.5,24.6,4.8,12.5,0,0,42.7,10.8,0,0.1,75263,25423,66,22,0.13,0.04,117944,103,0.2,1228386,76743,1071,67,2.09,0.14,8,9,41,23,21,6,7,0,0,0,0,0,0,25,61,0.89761,0.92087,12.94433308,11.67066669,33.69908524,862.7299805,30.21199989,-4.420000076,34.63199997,21.26466751,14.02933311,23.34666634,1.99666667,1193,120,73,14.90125084,344,258,320,275,SAP 3,1,4,3,1,2,1,2,3,3,2,1,4,1,1,1,1,2,2,3,4,42,SAP,Southern Appalachians,5
KY00022,KY,37.99861,-86.11611,1962,53,0,97,0,15700,12365,15700,1.35165124,Small,93.23964,17.47366725,4.239812285,47.00588011,1.145665482,,0,,,68.98203593,1.092145418,0.088621361,15.2519802,1.464,143.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.10733318,12.41333294,34.59294891,884.7719727,30.98399925,-4.900000095,35.88399887,12.83199978,19.38999939,23.72333336,1.760666728,1161,116,67,14.58636475,333,242,307,279,SAP 1,0,1,1,1,1,0,0,2,1,1,0,2,1,1,2,1,0,1,1,2,19,SAP,Southern Appalachians,1
KY03028,KY,37.43167,-82.41667,1969,46,152,195,298200,164360,37720,164360,4.57699866,Small,1015.27608,65.82866278,8.679996131,145.3223896,1.414852729,2.868205059,152,0.956068353,487.222,221.821397,1.834859189,0.098373243,46.5268656,4.236,230.7,1.52,2,11,99,1,0,0.4,0,0,0.2,0,0.2,89.1,0.6,7.2,0,0,0.5,0.4,0,1.3,55381,8625,54,8,0.12,0.02,81850,80,0.18,322080,18576,313,18,0.74,0.04,18,29,1,2,44,35,65,2,2,0,0,0,0,0,2,0.76909,0.66803,12.63433361,13.31999969,38.43933868,823.4983521,30.03199959,-4.619999886,34.65200043,20.60933304,7.973999977,22.57666588,2.227333307,1147,121,77,13.41606426,338,252,325,254,SAP 3,4,1,1,4,2,4,0,1,1,3,5,2,3,3,1,3,0,5,5,5,53,SAP,Southern Appalachians,8
KY03030,KY,38.25333,-82.985,1968,47,89,120,74600,118990,29390,118990,6.1107586,Small,507.63804,113.710208,12.97617761,78.8011436,3.13666224,2.656218324,89,0.885406108,239.159,83.07284768,0.861084079,0.168563457,36.2519772,4.244,,0.88,3,11,66,32,2,0.6,0,0,0.1,0,0.1,82.5,3.2,7.2,0,0,4,2.1,0,0.3,27570,3740,52,7,0.13,0.02,41845,79,0.19,258020,13776,484,26,1.25,0.07,5,6,21,26,38,28,40,0,0,0,0,0,0,8,27,0.77255,0.49865,12.17433357,13.84999943,38.02855682,868.7215576,30.40399933,-6.015999794,36.41999817,20.53266716,13.26599979,22.60266685,1.116666794,1085,124,73,17.29883957,332,231,319,238,SAP 1,2,1,0,4,1,1,1,2,1,2,1,1,5,4,1,4,0,1,1,1,34,SAP,Southern Appalachians,2
KY03007,KY,37.245,-85.34167,1969,46,123,144,74200,723200,244100,723200,33.2247206,Medium,1766.37318,192.2272081,9.40760514,88.08749571,0.63843247,2.148475505,123,0.716158502,105.603,53.16443362,0.412804286,0.110347233,301.092468,33.073,205.7,1,1,9,66,31,3,0.4,3,0.1,0.1,0,0.2,58,1.1,6.8,0,0,20.1,10,0,0.2,25022,7246,103,30,0.19,0.06,39109,162,0.3,218602,19314,903,80,2.34,0.22,3,3,42,26,25,11,15,0,0,0,0,0,0,19,56,0.69954,0.41955,13.71016693,12.63166714,36.1359024,846.0734863,31.14800072,-3.808000088,34.95600128,21.94133377,19.7246666,23.88266754,2.921999931,1330,133,81,13.00746822,373,286,340,328,SAP 1,1,1,0,2,2,2,0,2,2,2,1,2,1,1,0,1,0,1,2,2,25,SAP,Southern Appalachians,2
KY03002,KY,37.85833,-87.40833,1970,45,23,23,14000,62400,41404,62400,15.23238104,Medium,23783.87817,0,0,16.57807034,0,2.162357001,23,0.720785667,,1561.402763,0.1147389,0.29825888,51.07100592,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.50916672,11.70300007,32.38240051,915.5340576,31.29599953,-4.84400034,36.13999939,13.33733273,19.96066666,24.40533257,1.693333268,1168,121,76,16.06962967,357,248,286,261,TPL 1,2,2,0,3,4,2,1,4,4,3,4,3,1,4,1,3,0,3,2,4,50,TPL,Temperate Plains,8
KY03003,KY,37.53167,-87.265,1956,59,26,26,11200,53700,24768,53700,11.13695872,Medium,19595.86434,0,0,19.5130366,0,2.251504223,26,0.750501408,,1759.534884,0.157943645,0.364538631,30.55083264,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.66516685,12.18233299,33.68635559,905.6861572,31.50799942,-4.65599966,36.16399765,13.49866676,20.08399963,24.43933296,1.97600019,1179,122,70,16.40534973,359,246,282,278,TPL 1,1,1,0,3,3,1,0,4,3,3,4,2,1,3,1,3,0,2,2,4,41,TPL,Temperate Plains,8
KY03004,KY,37.21333,-86.9,1836,179,27,27,9000,40070,13254,40070,8.93951374,Small,15907.71858,0,0,18.13938796,0,2.015487552,27,0.671829184,,1779.483929,0.163880124,0.546807947,16.34854392,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73433304,12.43199921,34.6488266,881.9325562,31.57999992,-4.300000191,35.88000107,13.44799995,20.0826664,24.27799988,2.399333239,1233,120,72,13.83469105,348,260,295,306,TPL 3,1,2,0,2,2,0,0,3,2,2,2,1,0,3,3,3,0,0,2,2,30,TPL,Temperate Plains,2
KY03005,KY,37.16833,-86.40333,1934,81,32,32,4500,10070,4446,10070,1.99914884,Small,7772.55999,0,0,20.38456859,0,1.911053305,32,0.637017768,,3887.935223,0.389439109,0.364538631,5.48405208,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.61816692,12.86366653,35.59792709,870.6447754,31.59200096,-4.544000149,36.13600159,13.43866634,19.80533409,24.04466629,2.442666531,1270,128,76,14.66398335,360,260,308,319,TPL 3,1,2,0,3,2,0,0,2,2,2,1,1,0,2,2,2,0,0,2,2,26,TPL,Temperate Plains,2
KY03001,KY,37.02167,-88.22,1966,49,109,157,520000,2082000,869000,2082000,234.3941312,Large,45578.64402,1128.476358,20.7928485,35.94605008,1.052787152,0.989340828,109,0.329780276,1799.45,194.4530387,0.063421778,0.21867284,1071.89412,198.605,,2.5,2,9,63,36,1,0.6,2.2,0.9,1.7,0.4,1,18.2,1.2,2.8,0,0,34.2,36.1,0,0.8,90088,28822,82,26,0.17,0.06,138033,125,0.27,1700286,102506,1540,93,1.05,0.07,6,11,72,43,12,2,5,0,1,0,0,0,0,7,41,0.9396,0.83386,14.47949982,11.92500019,33.28402328,887.5826416,32.26800156,-3.559999943,35.82800293,14.11933327,20.85200119,25.11133385,3.092000008,1278,126,82,14.6036005,371,265,298,318,SAP 3,3,0,0,4,2,5,4,4,3,3,1,3,0,3,1,1,3,1,1,1,43,SAP,Southern Appalachians,4
KY03006,KY,37.20667,-86.26,1905,110,26,26,4400,9150,1888,9150,1.91011792,Small,7153.55238,0,0,19.38554872,0,2.236794083,26,0.745598028,,3745.084746,0.378886047,0.820211921,2.32881024,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63366699,12.94999981,35.90838242,865.828186,31.61199951,-4.452000141,36.06399918,13.42599964,19.81666756,23.99933243,2.521333218,1283,131,75,15.2080965,364,262,314,321,TPL 3,0,2,0,2,2,0,0,2,1,1,1,1,0,2,2,2,0,0,1,2,21,TPL,Temperate Plains,2
KY03031,KY,38.64667,-82.85833,1962,53,35,78,90600,351700,351700,351700,45.324832,Medium,160579.38,0,0,31.40171363,0,2.691575454,35,0.897191818,,3542.857143,0.125992836,0.104479653,433.814916,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17683315,13.02766705,35.85727692,886.2905884,30.33200073,-6,36.33200073,20.73866653,13.34866619,22.80533409,0.884666741,1058,112,69,16.24380112,319,224,310,233,SAP 3,3,3,2,3,3,3,1,1,1,1,2,4,1,2,2,3,3,2,2,2,44,SAP,Southern Appalachians,4
KY00040,KY,38.20722,-85.15833,1961,54,0,60,0,9905,4832,9905,1.28285462,Small,77.6997,29.44173183,7.332794639,31.24630051,4.939231453,,0,,101.991,60.56782334,0.745195952,0.215215461,5.9607921,1.282,231.6,0.98,1,9,78,20,2,0.5,0.3,0.3,0.6,0,0.7,30.8,0.5,5.3,0,0,26.6,34.3,0,0,17695,5342,84,25,0.18,0.05,28718,137,0.29,267898,20346,1276,97,2.99,0.24,5,7,54,31,18,4,6,0,0,0,0,0,0,19,56,0.83331,0.87326,12.44983387,12.39699936,34.39025879,888.3700562,30.4279995,-5.619999886,36.04800034,21.04000092,18.83666611,23.07533264,1.075999975,1201,125,76,15.40960884,356,255,327,275,SAP 3,2,4,2,4,3,3,2,3,2,2,0,3,1,4,3,3,1,2,3,4,51,SAP,Southern Appalachians,6
KY03060,KY,37.77,-87.95833,1975,40,39,54,133000,740200,543862,740200,78.306741,Medium,279718.92,0,0,38.25314216,0,2.942549397,39,0.980849799,,3572.093023,0.116769156,0.116728881,670.8428998,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75216675,11.50766659,31.90547371,912.8344727,31.67200089,-4.395999908,36.06800079,13.4713335,20.25399971,24.63000107,1.998000026,1156,126,72,18.37516022,356,230,287,260,TPL 1,3,2,0,3,3,3,1,4,2,3,2,3,1,3,1,3,0,2,3,4,46,TPL,Temperate Plains,8
KY15701,KY,37.01333,-88.26833,1944,71,130,206,1050000,6129000,2121000,6129000,526.0918,Large,104117.598,1366.99171,16.81241129,47.14604561,0.522508188,1.087985668,130,0.362661889,64745.3,197.9076923,0.055523279,0.201089203,2616.21108,475.92,109.4,5.17,5,9,58,40,2,2.4,1.2,0.5,1.3,0.2,0.7,45.6,10.1,15,0,0,15.2,7,0,0.8,9720590,1715011,94,17,0.15,0.03,13649062,131,0.2,46258823,2969005,446,29,0.81,0.05,9,12,33,18,27,15,19,1,1,0,0,0,0,15,49,0.92249,0.63856,14.49750042,11.9989996,33.41223145,890.3574219,32.31599808,-3.595999956,35.91199875,14.19999981,20.85000038,25.15800095,3.060000181,1279,127,82,14.59206486,372,266,299,317,SAP 3,3,0,0,4,2,5,4,4,3,3,1,3,0,3,1,1,3,1,1,1,43,SAP,Southern Appalachians,4
KY01203,KY,37.78443,-84.1032,1906,109,24,35,4200,14370,6900,14370,2.34313194,Small,8337.17781,0,0,24.81859587,0,3.102324484,24,1.034108161,,3558.134715,0.437965034,0.275305914,8.511012,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7616663,12.7426672,36.02472687,862.7198486,30.44000053,-4.93200016,35.37200165,21.03000069,13.90733337,23.1293335,1.799333334,1170,119,71,15.12346554,340,256,320,263,SAP 4,1,1,0,3,2,0,1,1,1,2,2,2,1,2,1,4,1,2,3,2,32,SAP,Southern Appalachians,2
KY01204,KY,37.67731,-83.9482,1910,105,23,31,3800,13250,6600,13250,2.40383484,Small,7552.41084,0,0,22.3063461,0,2.909523404,23,0.969841135,,3141.818182,0.388630362,0.295276291,8.140968,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.83399963,13.12800026,37.08893585,851.3302002,30.49600029,-4.900000095,35.39599991,20.93733406,14.05133343,23.04000092,2.013999939,1186,124,73,14.73901844,344,261,326,270,SAP 1,1,1,0,3,1,1,1,1,1,3,1,1,2,4,1,4,0,2,1,1,30,SAP,Southern Appalachians,2
KY01205,KY,37.60166,-83.8327,1915,100,24,43,3700,5540,2900,5540,1.1938237,Small,7210.53216,0,0,18.7796179,0,2.347452238,24,0.782484079,,6039.864407,0.464277093,0.333741402,3.577092,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43066692,13.21533298,37.63336563,841.4786377,29.94000053,-5.176000118,35.11600113,20.36066628,13.68733311,22.51133347,1.701999784,1207,129,75,14.67618656,349,267,332,277,SAP 1,1,1,0,3,1,0,0,1,1,3,3,2,2,3,1,4,0,3,1,2,32,SAP,Southern Appalachians,8
KY01206,KY,37.55246,-83.7696,1917,98,23,32,3600,6370,4400,6370,1.75229038,Small,6881.60343,0,0,14.71128262,0,1.918862951,23,0.639620984,,3927.205543,0.300198214,0.322865238,5.427312,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52766705,13.58533382,38.25561142,847.6495972,30.27600098,-5.236000061,35.51200104,20.53000069,18.85133362,22.70933342,1.758666515,1203,130,75,14.504035,347,266,331,279,SAP 1,1,1,0,2,1,1,0,2,1,3,4,2,1,3,1,4,0,3,2,3,35,SAP,Southern Appalachians,8
KY01198,KY,38.05214,-84.8304,1844,171,22,36,6800,17390,7500,17390,2.9542078,Small,13532.69775,0,0,23.82186312,0,3.24843588,22,1.08281196,,4580.821918,0.374382731,0.319335841,9.2511,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.54916668,12.03833294,33.87263107,880.2145996,30.28000069,-5.260000229,35.54000092,21.0359993,13.62466621,23.14466667,1.329333305,1160,120,71,15.84000206,345,244,320,264,SAP 3,3,2,2,3,3,3,1,2,2,2,1,2,1,2,1,2,2,1,2,2,39,SAP,Southern Appalachians,4
KY03009,KY,36.89667,-86.125,1964,51,118,146,102100,815150,190320,815150,40.4686,Medium,2434.5906,349.4327183,15.49527783,81.51481287,1.488493784,2.072410497,118,0.690803499,645.326,60.16,0.346129049,0.17238586,234.7559136,38.97,168.2,1.36,3,9,59,38,3,0.1,0.5,0.8,0.7,0.1,0.3,42.3,2.1,9.7,0,0,33.8,9.4,0,0.1,73979,22213,75,23,0.14,0.04,113534,115,0.21,1027816,90968,1042,92,1.8,0.17,4,5,45,28,21,8,9,0,0,0,0,0,0,22,58,0.76771,0.48474,14.1038332,12.36100006,35.25670242,851.3453369,31.58800125,-3.472000122,35.06000137,22.34666634,20.19666672,24.32999992,3.237999916,1306,130,77,14.38445473,368,273,337,320,SAP 4,1,2,0,1,2,1,1,1,3,0,0,0,0,1,1,1,0,1,1,2,19,SAP,Southern Appalachians,2
KY01199,KY,37.92678,-84.8215,1891,124,20,34,6700,16310,12000,16310,3.8040484,Small,13214.12898,0,0,17.351024,0,2.6026536,20,0.8675512,,3473.702128,0.240304939,0.256999735,14.80176,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84383297,12.00500011,34.05867004,872.1404419,30.47999954,-4.768000126,35.2480011,21.25066566,13.9046669,23.35266685,1.743999958,1171,120,71,15.64570427,344,247,319,269,SAP 3,2,1,2,3,2,2,1,2,2,1,1,2,1,2,1,3,1,1,2,2,34,SAP,Southern Appalachians,2
KY01200,KY,37.82954,-84.7242,1897,118,22,37,6500,16390,11300,16390,2.5292875,Small,13043.18964,0,0,26.2239398,0,3.575991791,22,1.191997264,,5156.864,0.445409467,0.181462814,13.938324,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.88683319,11.78166676,33.85925674,866.3139038,30.25200081,-4.544000149,34.79600143,21.23866653,13.94400024,23.34000015,1.884000063,1188,120,73,15.13574982,344,255,320,273,SAP 3,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,3,1,1,2,2,32,SAP,Southern Appalachians,2
KY01201,KY,37.74568,-84.5871,1900,115,25,31,5700,14020,8700,14020,2.31885078,Small,11432.21586,0,0,24.46765762,0,2.936118914,25,0.978706305,,4930.122164,0.43402685,0.216083416,10.731276,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92333317,11.86600018,34.14872742,861.4980469,30.25600052,-4.492000103,34.7480011,21.23666763,13.95466709,23.30800056,1.971333385,1190,120,71,14.87994862,343,259,319,274,SAP 3,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,3,1,1,2,2,32,SAP,Southern Appalachians,2
KY01202,KY,37.84329,-84.4404,1907,108,24,36,5200,15030,11600,15030,3.08775418,Small,10621.54899,0,0,19.6985131,0,2.462314138,24,0.820771379,,3439.895151,0.302811727,0.215800585,14.308368,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.72016621,12.02166653,34.20298767,871.7827148,30.26399994,-4.884000301,35.14799881,21.1186657,13.81000042,23.22533417,1.634666562,1166,120,70,15.69634342,342,250,319,264,SAP 3,2,1,2,2,2,2,1,2,1,1,1,3,1,2,1,3,1,1,2,2,33,SAP,Southern Appalachians,2
